date,key_mlbam,name,rank,predicted_probability,metric,probability,Matchup_Hit_Probability,Model_Hit_Probability,actual_hit,at_bats,model_version,strategy
2026-04-07,663743,Nick Fortes,4,0.6422239989281513,Game_Hit_Probability,0.6157088099683028,0.8780155054807833,,0,4.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-07,665742,Juan Soto,5,0.6618807560903149,Game_Hit_Probability,0.6294570709058532,0.8187052128343608,,,0.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-07,650490,Yandy Díaz,1,0.6525458614818477,Game_Hit_Probability,0.6545506212705008,0.8736837706456497,,0,4.0,backtest-c2b-no-recency,c2b_no_recency
2026-04-07,665742,Juan Soto,2,0.6618807560903149,Game_Hit_Probability,0.6294570709058532,0.8187052128343608,,,0.0,backtest-c2b-no-recency,c2b_no_recency
2026-04-07,671277,Luis García,3,0.6044156093810074,Game_Hit_Probability,0.6133583900500079,0.7680253269583255,,0,1.0,backtest-c2b-no-recency,c2b_no_recency
2026-04-07,669394,Jake Burger,4,0.6525458614818477,Game_Hit_Probability,0.6071843343961325,0.7029761612438371,,0,3.0,backtest-c2b-no-recency,c2b_no_recency
2026-04-07,691406,Junior Caminero,5,0.6237013236667216,Game_Hit_Probability,0.5647436753008952,0.7900422815175498,,0,4.0,backtest-c2b-no-recency,c2b_no_recency
2026-04-07,663743,Nick Fortes,1,0.6422239989281513,Game_Hit_Probability,0.6157088099683028,0.8780155054807833,,0,4.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-07,650490,Yandy Díaz,2,0.6525458614818477,Game_Hit_Probability,0.6545506212705008,0.8736837706456497,,0,4.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-07,802415,Chandler Simpson,3,0.6525458614818477,Game_Hit_Probability,0.6516707405406523,0.871880926543803,,1,4.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-07,681624,Andy Pages,4,0.6237013236667216,Game_Hit_Probability,0.7009898362231787,0.8679296194390129,,1,4.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-07,606192,Teoscar Hernández,5,0.6125225729031958,Game_Hit_Probability,0.6419218706043335,0.8365605000782323,,0,4.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-07,681624,Andy Pages,1,0.6237013236667216,Game_Hit_Probability,0.7009898362231787,0.8679296194390129,,1,4.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-07,650490,Yandy Díaz,2,0.6525458614818477,Game_Hit_Probability,0.6545506212705008,0.8736837706456497,,0,4.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-07,802415,Chandler Simpson,3,0.6525458614818477,Game_Hit_Probability,0.6516707405406523,0.871880926543803,,1,4.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-07,663743,Nick Fortes,4,0.6422239989281513,Game_Hit_Probability,0.6157088099683028,0.8780155054807833,,0,4.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-07,665742,Juan Soto,5,0.6618807560903149,Game_Hit_Probability,0.6294570709058532,0.8187052128343608,,,0.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-07,681624,Andy Pages,1,0.6237013236667216,Game_Hit_Probability,0.7009898362231787,0.8679296194390129,,1,4.0,backtest-c1-pa15,c1_pa15
2026-04-07,650490,Yandy Díaz,2,0.6525458614818477,Game_Hit_Probability,0.6545506212705008,0.8736837706456497,,0,4.0,backtest-c1-pa15,c1_pa15
2026-04-07,802415,Chandler Simpson,3,0.6525458614818477,Game_Hit_Probability,0.6516707405406523,0.871880926543803,,1,4.0,backtest-c1-pa15,c1_pa15
2026-04-07,663743,Nick Fortes,4,0.6422239989281513,Game_Hit_Probability,0.6157088099683028,0.8780155054807833,,0,4.0,backtest-c1-pa15,c1_pa15
2026-04-07,665742,Juan Soto,5,0.6618807560903149,Game_Hit_Probability,0.6294570709058532,0.8187052128343608,,,0.0,backtest-c1-pa15,c1_pa15
2026-04-07,695578,James Wood,1,0.5755710715658813,Game_Hit_Probability,0.5242128886331741,0.69338251157313,,1,5.0,backtest-c1-pa50,c1_pa50
2026-04-07,687263,Zach Neto,2,0.587467320261438,Game_Hit_Probability,0.5444502268685434,0.6413424199456113,,1,5.0,backtest-c1-pa50,c1_pa50
2026-04-08,519317,Giancarlo Stanton,1,0.6362587005442746,Game_Hit_Probability,0.6678783541510839,0.8078649495725067,,0,4.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-08,682928,CJ Abrams,2,0.6503754597924578,Game_Hit_Probability,0.5935745855527317,0.8325634376738595,,0,3.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-08,681198,TJ Rumfield,3,0.6041077783426538,Game_Hit_Probability,0.6607986932182106,0.8008838618510836,,0,3.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-08,681624,Andy Pages,4,0.6381188507431441,Game_Hit_Probability,0.7050526455982581,0.7055383118626017,,0,4.0,backtest-c2a-no-lineup,c2a_no_lineup
